opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
Jasny i wygodny apartament ul. Góników;: Bieżanów-Prokocim;2 pokoje;495 000 ;51 ;9 706 /;https://www.otodom.pl/oferta/jasny-i-wygodny-apartament-ul-gonikow-ID3WX6g.html#d245b9f81f;2019-03-07 15:26:03.121377
Mieszkanie, 112,20 , Kraków;: Stare Miasto;5 pokoi;2 240 000 ;112,20 ;19 964 /;https://www.otodom.pl/oferta/mieszkanie-112-20-m-krakow-ID3WX68.html#d245b9f81f;2019-03-07 15:26:03.121377
2 pokojowe mieszkanie w sercu Krowodrzy!;: Krowodrza;2 pokoje;480 000 ;49 ;9 796 /;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-sercu-krowodrzy-ID3WVNi.html#d245b9f81f;2019-03-07 15:26:03.121377
3 Pokojowe - 29 Listopada - Pod Inwestycję -Okazja;: Śródmieście;3 pokoje;499 000 ;63 ;7 921 /;https://www.otodom.pl/oferta/3-pokojowe-29-listopada-pod-inwestycje-okazja-ID3WVIo.html#d245b9f81f;2019-03-07 15:26:03.121377
2 Pokoje W Nowej Inwestycji Ul.Mogilska!;: Olsza;2 pokoje;399 000 ;43 ;9 279 /;https://www.otodom.pl/oferta/2-pokoje-w-nowej-inwestycji-ul-mogilska-ID3WVCY.html#d245b9f81f;2019-03-07 15:26:03.122380
2 Pokoje W Nowej Inwestycji Blisko Centrum;: Prądnik Biały;1 pokój;290 000 ;29 ;10 000 /;https://www.otodom.pl/oferta/2-pokoje-w-nowej-inwestycji-blisko-centrum-ID3WVD2.html#d245b9f81f;2019-03-07 15:26:03.122380
2 pokojowe mieszkanie,Wrocławska, Kraków;: Krowodrza;2 pokoje;515 000 ;49 ;10 510 /;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-wroclawska-krakow-ID3WVCM.html#d245b9f81f;2019-03-07 15:26:03.122380
4 pokoje na Dauna do remontu;: Wola Duchacka;4 pokoje;440 000 ;79 ;5 570 /;https://www.otodom.pl/oferta/4-pokoje-na-dauna-do-remontu-ID3WVCI.html#d245b9f81f;2019-03-07 15:26:03.122380
3 pokojowe piękne mieszkanie,Podgórze Duchackie;: Kurdwanów;3 pokoje;340 000 ;62 ;5 484 /;https://www.otodom.pl/oferta/3-pokojowe-piekne-mieszkanie-podgorze-duchackie-ID3WVCA.html#d245b9f81f;2019-03-07 15:26:03.122380
3 pokojowe mieszkanie dla Ciebie,Teligi, Bieżanów;: Bieżanów;3 pokoje;349 000 ;51,20 ;6 816 /;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-dla-ciebie-teligi-biezanow-ID3WVCE.html#d245b9f81f;2019-03-07 15:26:03.122380
Piękne mieszkanie z dużym ogrodem - Azory;: Azory;2 pokoje;399 500 ;48 ;8 323 /;https://www.otodom.pl/oferta/piekne-mieszkanie-z-duzym-ogrodem-azory-ID3WVCv.html#d245b9f81f;2019-03-07 15:26:03.122380
Mieszkanie, 36 , Kraków;: Prądnik Biały;1 pokój;299 000 ;36 ;8 306 /;https://www.otodom.pl/oferta/mieszkanie-36-m-krakow-ID3WVCk.html#d245b9f81f;2019-03-07 15:26:03.122380
Mieszkanie, 50 , Kraków;: Ruczaj;2 pokoje;419 000 ;50 ;8 380 /;https://www.otodom.pl/oferta/mieszkanie-50-m-krakow-ID3WVBu.html#d245b9f81f;2019-03-07 15:26:03.122380
w sąsiedztwie Rynku Głównego / 2 miejsca postojowe;: Stare Miasto;4 pokoje;777 000 ;87,20 ;8 911 /;https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#2586a7ec49;2019-03-07 15:26:04.030802
Apartament u stóp Wawelu;: Stare Miasto;2 pokoje;745 000 ;52,50 ;14 190 /;https://www.otodom.pl/oferta/apartament-u-stop-wawelu-ID3Wbnu.html#2586a7ec49;2019-03-07 15:26:04.030802
Bezpośrednio - Kawalerka os.Strusia 25m2;: Nowa Huta;1 pokój;228 000 ;25 ;9 120 /;https://www.otodom.pl/oferta/bezposrednio-kawalerka-os-strusia-25m2-ID3WYIY.html#2586a7ec49;2019-03-07 15:26:04.030802
Bezpośrednio - 2 pokoje Nowa Huta 37m2;: Nowa Huta;2 pokoje;234 000 ;37 ;6 324 /;https://www.otodom.pl/oferta/bezposrednio-2-pokoje-nowa-huta-37m2-ID3WYov.html#2586a7ec49;2019-03-07 15:26:04.031805
Kawalerka Kraków Podgórze;: Podgórze;1 pokój;180 000 ;17,60 ;10 227 /;https://www.otodom.pl/oferta/kawalerka-krakow-podgorze-ID3WXBV.html#2586a7ec49;2019-03-07 15:26:04.034813
Przytulne mieszkanie bezpośrednio od właściciela.;: małopolskie;2 pokoje;215 000 ;30 ;7 167 /;https://www.otodom.pl/oferta/przytulne-mieszkanie-bezposrednio-od-wlasciciela-ID3WVDq.html#2586a7ec49;2019-03-07 15:26:04.035816
Mieszkanie przy Wiśle! Doskonała inwestycja!;: Stare Dębniki;2 pokoje;569 000 ;49,70 ;11 449 /;https://www.otodom.pl/oferta/mieszkanie-przy-wisle-doskonala-inwestycja-ID3WVvY.html#2586a7ec49;2019-03-07 15:26:04.037821
Mieszkanie, 69 , Kraków;: Ruczaj;3 pokoje;530 000 ;69 ;7 681 /;https://www.otodom.pl/oferta/mieszkanie-69-m-krakow-ID3WVBq.html#2586a7ec49;2019-03-07 15:26:04.037821
2-pokoje 37m2 os.Na Lotnisku.;: Górka Narodowa;2 pokoje;265 000 ;36,35 ;7 290 /;https://www.otodom.pl/oferta/2-pokoje-37m2-os-na-lotnisku-ID3WVza.html#2586a7ec49;2019-03-07 15:26:04.038824
3-pok. mieszkanie, Ułanów, z potencjałem;: małopolskie;3 pokoje;399 000 ;56 ;7 125 /;https://www.otodom.pl/oferta/3-pok-mieszkanie-ulanow-z-potencjalem-ID3WVyk.html#2586a7ec49;2019-03-07 15:26:04.039826
Mieszkanie, 63 , Kraków;: Stare Miasto;2 pokoje;739 000 ;63 ;11 730 /;https://www.otodom.pl/oferta/mieszkanie-63-m-krakow-ID3WVxO.html#2586a7ec49;2019-03-07 15:26:04.043838
2 pokojowe mieszkanie na Prądniku Białym;: Prądnik Biały;2 pokoje;449 000 ;51,58 ;8 705 /;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-na-pradniku-bialym-ID3WVxC.html#2586a7ec49;2019-03-07 15:26:04.045844
2mieszkania na Kalwaryjskiej w cenie 1;: Stare Podgórze;3 pokoje;640 000 ;75,35 ;8 494 /;https://www.otodom.pl/oferta/2mieszkania-na-kalwaryjskiej-w-cenie-1-ID3WVvI.html#2586a7ec49;2019-03-07 15:26:04.045844
Mieszkanie 1 pok - gotowe! Bronowice;: Bronowice Małe;1 pokój;213 000 ;27 ;7 889 /;https://www.otodom.pl/oferta/mieszkanie-1-pok-gotowe-bronowice-ID3WVuU.html#2586a7ec49;2019-03-07 15:26:04.045844
Mieszkanie, 78,60 , Kraków;: Żabiniec;3 pokoje;580 000 ;78,60 ;7 379 /;https://www.otodom.pl/oferta/mieszkanie-78-60-m-krakow-ID3WVsI.html#2586a7ec49;2019-03-07 15:26:04.046845
GARSONIERA PO REMONCIE - jasna kuchnia, blisko mpk;: Bieżanów-Prokocim;1 pokój;189 000 ;21 ;9 000 /;https://www.otodom.pl/oferta/garsoniera-po-remoncie-jasna-kuchnia-blisko-mpk-ID3WVqU.html#2586a7ec49;2019-03-07 15:26:04.046845
Dwupoziomowy apartament w otoczeniu zieleni;: Bronowice Małe;5 pokoi;548 400 ;85,70 ;6 399 /;https://www.otodom.pl/oferta/dwupoziomowy-apartament-w-otoczeniu-zieleni-ID3WVpC.html#2586a7ec49;2019-03-07 15:26:04.046845
Okazja!4 pokoje 60,65m2 ok. ul.Piastowskiej;: małopolskie;4 pokoje;489 000 ;60,65 ;8 063 /;https://www.otodom.pl/oferta/okazja-4-pokoje-60-65m2-ok-ul-piastowskiej-ID3WVpm.html#2586a7ec49;2019-03-07 15:26:04.046845
Okazja!4 pokoje 80m2 ul. Fatimska Kraków;: Bieńczyce;4 pokoje;379 000 ;79,70 ;4 755 /;https://www.otodom.pl/oferta/okazja-4-pokoje-80m2-ul-fatimska-krakow-ID3WVo4.html#2586a7ec49;2019-03-07 15:26:04.046845
Apartament z garażem na os. Eldorado;: Grzegórzki;3 pokoje;1 190 000 ;95 ;12 526 /;https://www.otodom.pl/oferta/apartament-z-garazem-na-os-eldorado-ID3WVnC.html#2586a7ec49;2019-03-07 15:26:04.047848
2pok+Balkon przy Parku! Duża Sypialnia- Sprawdź;: małopolskie;2 pokoje;229 000 ;38 ;6 026 /;https://www.otodom.pl/oferta/2pok-balkon-przy-parku-duza-sypialnia-sprawdz-ID3WVm8.html#2586a7ec49;2019-03-07 15:26:04.047848
Kraków - Stare Miasto - ul. Pawlikowskiego - 40 m2;: Stare Miasto;2 pokoje;399 000 ;40 ;9 975 /;https://www.otodom.pl/oferta/krakow-stare-miasto-ul-pawlikowskiego-40-m2-ID3WVli.html#2586a7ec49;2019-03-07 15:26:04.047848
Piękne Mieszkanie Niedawno Wyremontowane Pod Najem;: Nowa Huta;2 pokoje;266 000 ;37 ;7 189 /;https://www.otodom.pl/oferta/piekne-mieszkanie-niedawno-wyremontowane-pod-najem-ID3WVk4.html#2586a7ec49;2019-03-07 15:26:04.047848
OKAZJA - 2 pok., 36 m2 - 220 TYS, MPEC;: Koówek;2 pokoje;220 000 ;36,37 ;6 049 /;https://www.otodom.pl/oferta/okazja-2-pok-36-m2-220-tys-mpec-ID3WVj6.html#2586a7ec49;2019-03-07 15:26:04.047848
121m2 ostatnie piętro+zielony taras [Tauron Arena];: Grzegórzki;4 pokoje;1 194 831 ;120,69 ;9 900 /;https://www.otodom.pl/oferta/121m2-ostatnie-pietro-zielony-taras-tauron-arena-ID3WVck.html#2586a7ec49;2019-03-07 15:26:04.048852
5-pok ostatnie piętro+zielony taras [Tauron Arena];: Grzegórzki;5 pokoi;1 070 685 ;108,15 ;9 900 /;https://www.otodom.pl/oferta/5-pok-ostatnie-pietro-zielony-taras-tauron-arena-ID3WVcg.html#2586a7ec49;2019-03-07 15:26:04.048852
Okazja- 3 pokoje, Żabiniec;: Żabiniec;3 pokoje;419 000 ;59 ;7 102 /;https://www.otodom.pl/oferta/okazja-3-pokoje-zabiniec-ID3WV9O.html#2586a7ec49;2019-03-07 15:26:04.048852
Mieszkanie, 23,38 , Kraków;: Koówek;1 pokój;180 000 ;23,38 ;7 699 /;https://www.otodom.pl/oferta/mieszkanie-23-38-m-krakow-ID3WV9G.html#2586a7ec49;2019-03-07 15:26:04.048852
Mieszkanie, 60 , Kraków;: Piaski Wielkie;3 pokoje;520 000 ;60 ;8 667 /;https://www.otodom.pl/oferta/mieszkanie-60-m-krakow-ID3WV9C.html#2586a7ec49;2019-03-07 15:26:04.048852
Mieszkanie, 70 , Kraków;: Prądnik Czerwony;4 pokoje;608 000 ;70 ;8 686 /;https://www.otodom.pl/oferta/mieszkanie-70-m-krakow-ID3WV9u.html#2586a7ec49;2019-03-07 15:26:04.049853
Apartament u stóp Wawelu;: Stare Miasto;2 pokoje;745 000 ;52,50 ;14 190 /;https://www.otodom.pl/oferta/apartament-u-stop-wawelu-ID3Wbnu.html#d5a755bd0e;2019-03-07 15:26:05.064558
w sąsiedztwie Rynku Głównego / 2 miejsca postojowe;: Stare Miasto;4 pokoje;777 000 ;87,20 ;8 911 /;https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#d5a755bd0e;2019-03-07 15:26:05.064558
Bezpośrednio - Kawalerka os.Strusia 25m2;: Nowa Huta;1 pokój;228 000 ;25 ;9 120 /;https://www.otodom.pl/oferta/bezposrednio-kawalerka-os-strusia-25m2-ID3WYIY.html#d5a755bd0e;2019-03-07 15:26:05.064558
Bezpośrednio - 2 pokoje Nowa Huta 37m2;: Nowa Huta;2 pokoje;234 000 ;37 ;6 324 /;https://www.otodom.pl/oferta/bezposrednio-2-pokoje-nowa-huta-37m2-ID3WYov.html#d5a755bd0e;2019-03-07 15:26:05.064558
Mieszkanie, 52 , Kraków;: Krowodrza;3 pokoje;388 000 ;52 ;7 462 /;https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID3WYTm.html#d5a755bd0e;2019-03-07 15:26:05.064558
Kawalerka Kraków Podgórze;: Podgórze;1 pokój;180 000 ;17,60 ;10 227 /;https://www.otodom.pl/oferta/kawalerka-krakow-podgorze-ID3WXBV.html#d5a755bd0e;2019-03-07 15:26:05.065561
2-pokoje 37m2 os.Na Lotnisku.;: Górka Narodowa;2 pokoje;265 000 ;36,35 ;7 290 /;https://www.otodom.pl/oferta/2-pokoje-37m2-os-na-lotnisku-ID3WVza.html#d5a755bd0e;2019-03-07 15:26:05.065561
Mieszkanie, 19,58 , Kraków;: Bieńczyce;1 pokój;170 000 ;19,58 ;8 682 /;https://www.otodom.pl/oferta/mieszkanie-19-58-m-krakow-ID3WV9q.html#d5a755bd0e;2019-03-07 15:26:05.065561
3 pokoje w osiedlu Słonecznym z balkonem;: Nowa Huta;3 pokoje;420 000 ;67 ;6 269 /;https://www.otodom.pl/oferta/3-pokoje-w-osiedlu-slonecznym-z-balkonem-ID3WV9i.html#d5a755bd0e;2019-03-07 15:26:05.065561
Ruszyła Sprzedaż! 2 pok z Balkonem w Supercenie;: małopolskie;2 pokoje;217 000 ;36 ;6 028 /;https://www.otodom.pl/oferta/ruszyla-sprzedaz-2-pok-z-balkonem-w-supercenie-ID3WV7C.html#d5a755bd0e;2019-03-07 15:26:05.065561
2pok na Nowym Osiedlu z Pełną Infrastrukturą!;: małopolskie;2 pokoje;208 000 ;34,12 ;6 096 /;https://www.otodom.pl/oferta/2pok-na-nowym-osiedlu-z-pelna-infrastruktura-ID3WV7G.html#d5a755bd0e;2019-03-07 15:26:05.065561
5-pok 104m2 + zielony taras [Tauron Arena];: Grzegórzki;5 pokoi;932 220 ;103,58 ;9 000 /;https://www.otodom.pl/oferta/5-pok-104m2-zielony-taras-tauron-arena-ID3WV6o.html#d5a755bd0e;2019-03-07 15:26:05.065561
4-pok 71m2 + zielony taras [Tauron Arena] Lema II;: Grzegórzki;4 pokoje;638 190 ;70,91 ;9 000 /;https://www.otodom.pl/oferta/4-pok-71m2-zielony-taras-tauron-arena-lema-ii-ID3WV6g.html#d5a755bd0e;2019-03-07 15:26:05.065561
4-pok 88m2+zielony taras 50m2[Tauron Arena]Lema II;: Grzegórzki;4 pokoje;794 250 ;88,25 ;9 000 /;https://www.otodom.pl/oferta/4-pok-88m2-zielony-taras-50m2tauron-arenalema-ii-ID3WV6k.html#d5a755bd0e;2019-03-07 15:26:05.065561
4-pok 67m2 [Tauron Arena] Lema II *Bez Prowizji*;: Grzegórzki;4 pokoje;641 952 ;66,87 ;9 600 /;https://www.otodom.pl/oferta/4-pok-67m2-tauron-arena-lema-ii-bez-prowizji-ID3WV68.html#d5a755bd0e;2019-03-07 15:26:05.066563
Mieszkanie 1 pokojowe, 36m2, Prądnik Biały;: Prądnik Biały;1 pokój;299 000 ;36 ;8 306 /;https://www.otodom.pl/oferta/mieszkanie-1-pokojowe-36m2-pradnik-bialy-ID3WV4o.html#d5a755bd0e;2019-03-07 15:26:05.066563
Zabłocie 3 Pokoje! Wykończone!;: Grzegórzki;3 pokoje;660 000 ;69,91 ;9 441 /;https://www.otodom.pl/oferta/zablocie-3-pokoje-wykonczone-ID3WV48.html#d5a755bd0e;2019-03-07 15:26:05.066563
Sprzedam dwupokojowe mieszkanie, Bajeczna;: Grzegórzki;2 pokoje;448 000 ;46 ;9 739 /;https://www.otodom.pl/oferta/sprzedam-dwupokojowe-mieszkanie-bajeczna-ID3WV1m.html#d5a755bd0e;2019-03-07 15:26:05.066563
KOÓWEK - 45 M2 , PO REMONCIE - jasna kuchnia;: Koówek;2 pokoje;305 000 ;45 ;6 778 /;https://www.otodom.pl/oferta/kozlowek-45-m2-po-remoncie-jasna-kuchnia-ID3WV0Y.html#d5a755bd0e;2019-03-07 15:26:05.066563
3-pok 63m2 [Tauron Arena] Lema II *Bez Prowizji*;: Grzegórzki;3 pokoje;615 832 ;62,84 ;9 800 /;https://www.otodom.pl/oferta/3-pok-63m2-tauron-arena-lema-ii-bez-prowizji-ID3WWZm.html#d5a755bd0e;2019-03-07 15:26:05.066563
Kawalerki na Nowym Osiedlu dla Inwestora! Sprawdź!;: małopolskie;1 pokój;176 000 ;27 ;6 519 /;https://www.otodom.pl/oferta/kawalerki-na-nowym-osiedlu-dla-inwestora-sprawdz-ID3WWXy.html#d5a755bd0e;2019-03-07 15:26:05.066563
Przedsprzedaż!! Najtaniej w Krakowie! Bez Prowizji;: małopolskie;1 pokój;168 000 ;26 ;6 462 /;https://www.otodom.pl/oferta/przedsprzedaz-najtaniej-w-krakowie-bez-prowizji-ID3WWXC.html#d5a755bd0e;2019-03-07 15:26:05.066563
Prądnik Czerwony ul.Strzelców - 47m2 0% Prowizji;: Prądnik Czerwony;2 pokoje;319 000 ;47 ;6 787 /;https://www.otodom.pl/oferta/pradnik-czerwony-ul-strzelcow-47m2-0-prowizji-ID3WWWa.html#d5a755bd0e;2019-03-07 15:26:05.066563
Luksusowe, 2 pokojowe, ogródek , garaż, wyposażone;: Azory;2 pokoje;433 000 ;52 ;8 327 /;https://www.otodom.pl/oferta/luksusowe-2-pokojowe-ogrodek-garaz-wyposazone-ID3WWTC.html#d5a755bd0e;2019-03-07 15:26:05.066563
Mieszkanie, 52 , Kraków;: Krowodrza;2 pokoje;468 000 ;52 ;9 000 /;https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID3WWTi.html#d5a755bd0e;2019-03-07 15:26:05.067566
Ok. Wrocławska, deweloperskie, 19,01m2, 1 pokój !!;: Krowodrza;1 pokój;190 100 ;19,01 ;10 000 /;https://www.otodom.pl/oferta/ok-wroclawska-deweloperskie-19-01m2-1-pokoj-ID3WWRm.html#d5a755bd0e;2019-03-07 15:26:05.067566
0% PROWIZJI | Ogromne słoneczne studio z balkonem!;: Stare Dębniki;1 pokój;495 000 ;47 ;10 532 /;https://www.otodom.pl/oferta/0-prowizji-ogromne-sloneczne-studio-z-balkonem-ID3WWQU.html#d5a755bd0e;2019-03-07 15:26:05.067566
Kleparz, Ok. Wrocławska 36m2, 2pok, II piętro, d;: Krowodrza;2 pokoje;320 000 ;36,04 ;8 879 /;https://www.otodom.pl/oferta/kleparz-ok-wroclawska-36m2-2pok-ii-pietro-d-ID3WWMA.html#d5a755bd0e;2019-03-07 15:26:05.067566
Białoprądnicka | Stan deweloperski | 3 pokoje;: Prądnik Biały;3 pokoje;428 000 ;63 ;6 794 /;https://www.otodom.pl/oferta/bialopradnicka-stan-deweloperski-3-pokoje-ID3WWIg.html#d5a755bd0e;2019-03-07 15:26:05.067566
3-pok 62m2 [Tauron Arena] Lema II *Bez Prowizji*;: Grzegórzki;3 pokoje;569 480 ;61,90 ;9 200 /;https://www.otodom.pl/oferta/3-pok-62m2-tauron-arena-lema-ii-bez-prowizji-ID3WWHV.html#d5a755bd0e;2019-03-07 15:26:05.067566
3-pok + ogród 60m2 [Tauron Arena]*Bez Prowizji*;: Grzegórzki;3 pokoje;557 100 ;61,90 ;9 000 /;https://www.otodom.pl/oferta/3-pok-ogrod-60m2-tauron-arenabez-prowizji-ID3WWHO.html#d5a755bd0e;2019-03-07 15:26:05.067566
Apartament u stóp Wawelu;: Stare Miasto;2 pokoje;745 000 ;52,50 ;14 190 /;https://www.otodom.pl/oferta/apartament-u-stop-wawelu-ID3Wbnu.html#0c43dd2d44;2019-03-07 15:26:05.950921
w sąsiedztwie Rynku Głównego / 2 miejsca postojowe;: Stare Miasto;4 pokoje;777 000 ;87,20 ;8 911 /;https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#0c43dd2d44;2019-03-07 15:26:05.951924
Bezpośrednio - 2 pokoje Nowa Huta 37m2;: Nowa Huta;2 pokoje;234 000 ;37 ;6 324 /;https://www.otodom.pl/oferta/bezposrednio-2-pokoje-nowa-huta-37m2-ID3WYov.html#0c43dd2d44;2019-03-07 15:26:05.951924
Bezpośrednio - Kawalerka os.Strusia 25m2;: Nowa Huta;1 pokój;228 000 ;25 ;9 120 /;https://www.otodom.pl/oferta/bezposrednio-kawalerka-os-strusia-25m2-ID3WYIY.html#0c43dd2d44;2019-03-07 15:26:05.951924
Atrakcyjne mieszkanie 3 pokoje, Oś.Oświecenia;: Mistrzejowice;3 pokoje;439 000 ;56,39 ;7 785 /;https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-3-pokoje-os-oswiecenia-ID3WXQQ.html#0c43dd2d44;2019-03-07 15:26:05.951924
3-pokojowe nowoczesne, piękne! mieszkanie - Kraków;: Wola Duchacka;3 pokoje;430 000 ;50,83 ;8 460 /;https://www.otodom.pl/oferta/3-pokojowe-nowoczesne-piekne-mieszkanie-krakow-ID3WXyv.html#0c43dd2d44;2019-03-07 15:26:05.951924
Sprzedam dwupokojowe mieszkanie, Bajeczna;: Grzegórzki;2 pokoje;448 000 ;46 ;9 739 /;https://www.otodom.pl/oferta/sprzedam-dwupokojowe-mieszkanie-bajeczna-ID3WV1m.html#0c43dd2d44;2019-03-07 15:26:05.951924
2 Pokoje! Okazja! Inwestycyjnie!;: Czyżyny;2 pokoje;230 000 ;35,50 ;6 479 /;https://www.otodom.pl/oferta/2-pokoje-okazja-inwestycyjnie-ID3WWEM.html#0c43dd2d44;2019-03-07 15:26:05.951924
Mieszkanie w samym centrum + 2 balkony!!!!!;: Grzegórzki;2 pokoje;449 000 ;54 ;8 315 /;https://www.otodom.pl/oferta/mieszkanie-w-samym-centrum-2-balkony-ID3WWDm.html#0c43dd2d44;2019-03-07 15:26:05.951924
2 lub 3 pokoje z jasną kuchnią Wadowicka aktualne;: Podgórze;2 pokoje;399 000 ;45 ;8 867 /;https://www.otodom.pl/oferta/2-lub-3-pokoje-z-jasna-kuchnia-wadowicka-aktualne-ID3WWyg.html#0c43dd2d44;2019-03-07 15:26:05.951924
3-pok 56m2 [Tauron Arena]*Bez Prowizji*;: Grzegórzki;3 pokoje;538 080 ;56,05 ;9 600 /;https://www.otodom.pl/oferta/3-pok-56m2-tauron-arenabez-prowizji-ID3WWmE.html#0c43dd2d44;2019-03-07 15:26:05.952927
3-pok 59m2 [Tauron Arena]*Bez Prowizji*;: Grzegórzki;3 pokoje;562 560 ;58,60 ;9 600 /;https://www.otodom.pl/oferta/3-pok-59m2-tauron-arenabez-prowizji-ID3WWmU.html#0c43dd2d44;2019-03-07 15:26:05.952927
Mieszkanie dwupoziomowe w nowym budownictwie.;: Mydlniki;3 pokoje;395 000 ;65 ;6 077 /;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-w-nowym-budownictwie-ID3WWmA.html#0c43dd2d44;2019-03-07 15:26:05.952927
3 pokojowe na Krakowskim Kazimierzu;: Kazimierz;3 pokoje;990 000 ;78,78 ;12 567 /;https://www.otodom.pl/oferta/3-pokojowe-na-krakowskim-kazimierzu-ID3WWmg.html#0c43dd2d44;2019-03-07 15:26:05.952927
3 pokojowe o fajnym układzie - ul Komuny Paryskiej;: Kliny-Zacisze;3 pokoje;480 000 ;60,43 ;7 943 /;https://www.otodom.pl/oferta/3-pokojowe-o-fajnym-ukladzie-ul-komuny-paryskiej-ID3WWlV.html#0c43dd2d44;2019-03-07 15:26:05.952927
2/3 pokoje WADOWICKA Aktualne;: Podgórze;3 pokoje;399 000 ;45 ;8 867 /;https://www.otodom.pl/oferta/2-3-pokoje-wadowicka-aktualne-ID3WWhi.html#0c43dd2d44;2019-03-07 15:26:05.952927
Nowoczesne mieszkanie 2 pok, Krowodza;: Krowodrza;2 pokoje;480 000 ;49 ;9 796 /;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-2-pok-krowodza-ID3WWfe.html#0c43dd2d44;2019-03-07 15:26:05.952927
Kawalerka po remoncie (dzielnica Swoszowice);: Swoszowice;1 pokój;167 000 ;20,30 ;8 227 /;https://www.otodom.pl/oferta/kawalerka-po-remoncie-dzielnica-swoszowice-ID3WWcU.html#0c43dd2d44;2019-03-07 15:26:05.952927
3-pok + zielony taras [Tauron Arena]*Bez Prowizji*;: Grzegórzki;3 pokoje;519 900 ;51,99 ;10 000 /;https://www.otodom.pl/oferta/3-pok-zielony-taras-tauron-arenabez-prowizji-ID3WWa8.html#0c43dd2d44;2019-03-07 15:26:05.952927
2-pok 47m2[Tauron Arena] Lema II *Bez Prowizji*;: Grzegórzki;2 pokoje;450 816 ;46,96 ;9 600 /;https://www.otodom.pl/oferta/2-pok-47m2tauron-arena-lema-ii-bez-prowizji-ID3WWa4.html#0c43dd2d44;2019-03-07 15:26:05.953929
2-pok 45m2[Tauron Arena] Lema II *Bez Prowizji*;: Grzegórzki;2 pokoje;432 576 ;45,06 ;9 600 /;https://www.otodom.pl/oferta/2-pok-45m2tauron-arena-lema-ii-bez-prowizji-ID3WWa0.html#0c43dd2d44;2019-03-07 15:26:05.953929
w sąsiedztwie Rynku Głównego / 2 miejsca postojowe;: Stare Miasto;4 pokoje;777 000 ;87,20 ;8 911 /;https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#4b28cb7416;2019-03-07 15:26:07.034811
Apartament u stóp Wawelu;: Stare Miasto;2 pokoje;745 000 ;52,50 ;14 190 /;https://www.otodom.pl/oferta/apartament-u-stop-wawelu-ID3Wbnu.html#4b28cb7416;2019-03-07 15:26:07.035813
Stare Miasto - idealne pod wynajem dla turystów!;: Grzegórzki;2 pokoje;475 200 ;39,60 ;12 000 /;https://www.otodom.pl/oferta/stare-miasto-idealne-pod-wynajem-dla-turystow-ID3NZ32.html#4b28cb7416;2019-03-07 15:26:07.035813
Krowodrza - kawalerka - w pięknej kamienicy;: Krowodrza;1 pokój;289 000 ;22,16 ;13 042 /;https://www.otodom.pl/oferta/krowodrza-kawalerka-w-pieknej-kamienicy-ID3T6KU.html#4b28cb7416;2019-03-07 15:26:07.035813
Ekskluzywne mieszkanie przy Aleji Kijowskiej,59m2;: Krowodrza;3 pokoje;580 000 ;58,80 ;9 864 /;https://www.otodom.pl/oferta/ekskluzywne-mieszkanie-przy-aleji-kijowskiej-59m2-ID3W6zm.html#4b28cb7416;2019-03-07 15:26:07.035813
2 pokoje z Tarasem na Zabłociu;: Zabłocie;2 pokoje;439 000 ;42 ;10 452 /;https://www.otodom.pl/oferta/2-pokoje-z-tarasem-na-zablociu-ID3UtjO.html#4b28cb7416;2019-03-07 15:26:07.035813
Apartamenty Dworska, Gotowe mieszkanie! Promocja!;: małopolskie;3 pokoje;515 510 ;65,60 ;7 858 /;https://www.otodom.pl/oferta/apartamenty-dworska-gotowe-mieszkanie-promocja-ID3B82A.html#4b28cb7416;2019-03-07 15:26:07.035813
4 pokoje na Dauna do remontu;: Wola Duchacka;4 pokoje;440 000 ;79 ;5 570 /;https://www.otodom.pl/oferta/4-pokoje-na-dauna-do-remontu-ID3WVCI.html#4b28cb7416;2019-03-07 15:26:07.035813
3 pokojowe piękne mieszkanie,Podgórze Duchackie;: Kurdwanów;3 pokoje;340 000 ;62 ;5 484 /;https://www.otodom.pl/oferta/3-pokojowe-piekne-mieszkanie-podgorze-duchackie-ID3WVCA.html#4b28cb7416;2019-03-07 15:26:07.036816
3 pokojowe mieszkanie dla Ciebie,Teligi, Bieżanów;: Bieżanów;3 pokoje;349 000 ;51,20 ;6 816 /;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-dla-ciebie-teligi-biezanow-ID3WVCE.html#4b28cb7416;2019-03-07 15:26:07.036816
